order_item_id,order_id,product_id,quantity,unit_price,discount_rate,subtotal
2381,O001037,P0053,2,72.06,0.05,136.91
2382,O001037,P0013,3,1378.36,0.0,4135.08
2383,O001037,P0054,2,56.56,0.0,113.12
2384,O001039,P0018,2,3667.89,0.0,7335.78
2385,O001039,P0008,2,2415.51,0.0,4831.02
2386,O001039,P0087,5,196.28,0.0,981.4
2387,O001039,P0059,4,104.28,0.1,375.41
2388,O001040,P0077,3,300.4,0.0,901.2
2389,O001040,P0005,3,387.5,0.0,1162.5
2390,O001040,P0086,5,186.69,0.0,933.45
2391,O001040,P0045,3,1029.92,0.0,3089.76
2392,O001041,P0032,3,123.65,0.0,370.95
2393,O001041,P0020,2,2300.85,0.0,4601.7
2394,O001042,P0003,1,4658.77,0.0,4658.77
2395,O001043,P0041,3,458.57,0.0,1375.71
2396,O001043,P0080,1,124.24,0.0,124.24
2397,O001043,P0087,5,206.33,0.0,1031.65
2398,O001044,P0055,3,804.83,0.15,2052.32
2399,O001044,P0020,2,2511.4,0.05,4771.66
2400,O001044,P0032,5,114.37,0.05,543.26
2401,O001045,P0032,2,111.31,0.0,222.62
2402,O001045,P0080,5,121.75,0.0,608.75
2403,O001046,P0039,1,740.74,0.0,740.74
2404,O001047,P0054,5,57.45,0.0,287.25
2405,O001047,P0071,1,56.27,0.0,56.27
2406,O001047,P0013,3,1409.96,0.0,4229.88
2407,O001048,P0084,1,450.57,0.0,450.57
2408,O001048,P0057,1,942.66,0.05,895.53
2409,O001048,P0039,2,744.17,0.1,1339.51
2410,O001050,P0054,5,64.49,0.0,322.45
2411,O001051,P0077,1,280.83,0.0,280.83
2412,O001051,P0022,2,3005.93,0.05,5711.27
2413,O001052,P0020,2,2396.21,0.0,4792.42
2414,O001052,P0012,2,131.79,0.0,263.58
2415,O001052,P0086,3,197.36,0.0,592.08
2416,O001053,P0020,2,2418.91,0.15,4112.15
2417,O001054,P0039,2,747.92,0.1,1346.26
2418,O001054,P0073,5,74.4,0.0,372.0
2419,O001055,P0020,1,2399.14,0.0,2399.14
2420,O001055,P0056,1,820.87,0.1,738.78
2421,O001056,P0050,1,320.12,0.1,288.11
2422,O001056,P0053,3,70.05,0.0,210.15
2423,O001056,P0020,1,2456.84,0.0,2456.84
2424,O001056,P0015,2,1399.67,0.0,2799.34
2425,O001057,P0080,4,130.24,0.0,520.96
2426,O001058,P0067,4,254.24,0.0,1016.96
2427,O001059,P0045,2,1077.17,0.1,1938.91
2428,O001060,P0013,2,1512.22,0.0,3024.44
2429,O001060,P0050,2,326.16,0.2,521.86
2430,O001060,P0080,5,119.37,0.1,537.17
2431,O001060,P0015,1,1300.87,0.0,1300.87
2432,O001061,P0077,3,298.59,0.1,806.19
2433,O001061,P0005,2,385.9,0.0,771.8
2434,O001063,P0054,2,61.08,0.0,122.16
2435,O001063,P0030,1,2193.54,0.0,2193.54
2436,O001064,P0084,1,491.38,0.1,442.24
2437,O001065,P0048,2,93.72,0.15,159.32
2438,O001065,P0005,2,433.54,0.0,867.08
2439,O001066,P0008,2,2346.67,0.05,4458.67
2440,O001066,P0020,2,2587.11,0.0,5174.22
2441,O001066,P0002,2,4048.78,0.15,6882.93
2442,O001066,P0058,4,112.37,0.0,449.48
2443,O001067,P0039,3,759.01,0.1,2049.33
2444,O001067,P0020,2,2399.7,0.1,4319.46
2445,O001067,P0065,5,97.57,0.0,487.85
2446,O001067,P0071,2,56.94,0.0,113.88
2447,O001068,P0071,1,57.66,0.0,57.66
2448,O001068,P0084,3,465.88,0.0,1397.64
2449,O001068,P0080,2,124.14,0.05,235.87
2450,O001068,P0028,2,2630.41,0.05,4997.78
2451,O001069,P0080,1,117.99,0.0,117.99
2452,O001069,P0023,2,2973.85,0.05,5650.32
2453,O001069,P0040,2,413.15,0.0,826.3
2454,O001070,P0033,1,115.69,0.15,98.34
2455,O001071,P0037,3,686.72,0.0,2060.16
2456,O001071,P0053,1,69.46,0.1,62.51
2457,O001071,P0050,1,287.33,0.0,287.33
2458,O001071,P0015,2,1392.98,0.0,2785.96
2459,O001072,P0084,3,473.61,0.05,1349.79
2460,O001072,P0054,3,61.6,0.0,184.8
2461,O001072,P0080,3,117.56,0.1,317.41
2462,O001072,P0061,4,125.6,0.1,452.16
2463,O001073,P0084,2,525.71,0.0,1051.42
2464,O001074,P0047,3,94.99,0.0,284.97
2465,O001074,P0016,2,3322.76,0.0,6645.52
2466,O001074,P0043,3,929.25,0.0,2787.75
2467,O001074,P0065,3,93.05,0.0,279.15
2468,O001075,P0025,3,310.78,0.0,932.34
2469,O001075,P0039,1,755.45,0.0,755.45
2470,O001076,P0039,1,746.43,0.15,634.47
2471,O001076,P0020,2,2490.2,0.0,4980.4
2472,O001076,P0084,3,465.14,0.0,1395.42
2473,O001076,P0007,2,2355.21,0.0,4710.42
2474,O001077,P0020,2,2299.74,0.0,4599.48
2475,O001077,P0045,1,1010.58,0.0,1010.58
2476,O001077,P0008,1,2382.8,0.2,1906.24
2477,O001077,P0073,5,71.34,0.05,338.86
2478,O001078,P0065,5,91.11,0.0,455.55
2479,O001078,P0084,3,506.62,0.0,1519.86
2480,O001078,P0013,3,1401.02,0.0,4203.06
2481,O001079,P0054,5,58.01,0.05,275.55
2482,O001079,P0045,2,1043.57,0.0,2087.14
2483,O001079,P0022,1,3107.77,0.15,2641.6
2484,O001079,P0039,2,702.73,0.0,1405.46
2485,O001080,P0020,2,2625.39,0.15,4463.16
2486,O001080,P0086,1,196.49,0.15,167.02
2487,O001080,P0005,1,387.29,0.1,348.56
2488,O001080,P0012,4,129.02,0.05,490.28
2489,O001081,P0077,3,271.69,0.1,733.56
2490,O001081,P0032,2,114.0,0.0,228.0
2491,O001081,P0087,3,202.25,0.05,576.41
2492,O001082,P0020,1,2573.44,0.2,2058.75
2493,O001082,P0025,1,320.01,0.0,320.01
2494,O001082,P0061,4,130.76,0.0,523.04
2495,O001083,P0080,3,113.37,0.05,323.1
2496,O001083,P0025,2,311.61,0.05,592.06
2497,O001083,P0009,1,2172.82,0.0,2172.82
2498,O001084,P0039,3,752.87,0.0,2258.61
2499,O001084,P0058,2,114.77,0.15,195.11
2500,O001085,P0005,2,375.84,0.15,638.93
2501,O001085,P0020,1,2548.16,0.1,2293.34
2502,O001085,P0071,3,55.54,0.0,166.62
2503,O001086,P0057,3,920.09,0.1,2484.24
2504,O001087,P0050,2,324.47,0.0,648.94
2505,O001087,P0045,2,1027.62,0.15,1746.95
2506,O001087,P0067,2,235.82,0.15,400.89
2507,O001088,P0032,5,124.3,0.15,528.28
2508,O001088,P0080,5,126.84,0.0,634.2
2509,O001089,P0034,2,326.2,0.0,652.4
2510,O001089,P0016,1,3449.02,0.2,2759.22
2511,O001089,P0052,2,56.69,0.0,113.38
2512,O001090,P0087,3,199.11,0.0,597.33
2513,O001090,P0086,4,200.58,0.0,802.32
2514,O001091,P0077,2,313.14,0.1,563.65
2515,O001092,P0020,1,2253.79,0.0,2253.79
2516,O001092,P0087,5,179.71,0.0,898.55
2517,O001092,P0013,2,1413.26,0.0,2826.52
2518,O001092,P0032,3,117.45,0.0,352.35
2519,O001093,P0058,3,105.03,0.0,315.09
2520,O001093,P0045,1,1048.45,0.0,1048.45
2521,O001093,P0003,1,4703.57,0.0,4703.57
2522,O001093,P0084,3,512.26,0.0,1536.78
2523,O001094,P0011,5,143.34,0.1,645.03
2524,O001094,P0039,3,736.58,0.0,2209.74
2525,O001095,P0004,2,377.95,0.0,755.9
2526,O001095,P0038,3,656.03,0.15,1672.88
2527,O001097,P0020,2,2604.98,0.0,5209.96
2528,O001097,P0087,2,187.42,0.0,374.84
2529,O001098,P0039,2,741.25,0.1,1334.25
2530,O001098,P0080,4,113.48,0.05,431.22
2531,O001098,P0071,5,53.34,0.0,266.7
2532,O001098,P0087,1,201.43,0.15,171.22
2533,O001099,P0084,1,508.64,0.0,508.64
2534,O001099,P0058,1,103.41,0.0,103.41
2535,O001099,P0054,1,60.21,0.0,60.21
2536,O001100,P0048,4,104.25,0.0,417.0
2537,O001101,P0080,3,124.64,0.15,317.83
2538,O001101,P0055,1,720.48,0.05,684.46
2539,O001102,P0032,5,127.93,0.0,639.65
2540,O001103,P0073,5,69.58,0.0,347.9
2541,O001104,P0032,5,119.8,0.0,599.0
2542,O001104,P0012,4,123.55,0.0,494.2
2543,O001105,P0013,1,1358.07,0.0,1358.07
2544,O001105,P0077,1,300.95,0.0,300.95
2545,O001105,P0059,3,100.7,0.05,287.0
2546,O001106,P0045,1,1037.75,0.0,1037.75
2547,O001106,P0018,2,3630.03,0.1,6534.05
2548,O001106,P0032,2,114.79,0.1,206.62
2549,O001106,P0044,2,1018.98,0.05,1936.06
2550,O001107,P0077,1,285.83,0.0,285.83
2551,O001107,P0080,3,130.77,0.1,353.08
2552,O001107,P0009,1,2002.82,0.05,1902.68
2553,O001107,P0025,1,299.57,0.0,299.57
2554,O001108,P0084,3,478.73,0.05,1364.38
2555,O001109,P0084,2,482.09,0.0,964.18
2556,O001110,P0025,2,301.66,0.0,603.32
2557,O001111,P0071,4,49.92,0.0,199.68
2558,O001111,P0020,1,2619.94,0.2,2095.95
2559,O001111,P0030,2,2280.36,0.05,4332.68
2560,O001111,P0048,1,107.07,0.0,107.07
2561,O001113,P0012,1,129.17,0.0,129.17
2562,O001113,P0022,2,3215.51,0.0,6431.02
2563,O001113,P0020,1,2390.65,0.0,2390.65
2564,O001114,P0012,5,123.77,0.0,618.85
2565,O001115,P0071,2,51.51,0.0,103.02
2566,O001115,P0053,4,71.74,0.1,258.26
2567,O001115,P0020,1,2271.71,0.0,2271.71
2568,O001116,P0052,4,64.74,0.0,258.96
2569,O001116,P0030,2,2491.59,0.0,4983.18
2570,O001116,P0020,1,2574.75,0.0,2574.75
2571,O001117,P0071,4,54.86,0.0,219.44
2572,O001117,P0040,1,452.64,0.0,452.64
2573,O001118,P0005,3,402.25,0.1,1086.08
2574,O001118,P0043,3,987.48,0.0,2962.44
2575,O001119,P0039,3,699.97,0.0,2099.91
2576,O001119,P0063,4,121.68,0.0,486.72
2577,O001119,P0008,2,2435.77,0.0,4871.54
2578,O001119,P0087,2,189.58,0.0,379.16
2579,O001120,P0080,4,114.63,0.0,458.52
2580,O001120,P0077,2,299.44,0.0,598.88
2581,O001121,P0054,2,56.84,0.15,96.63
2582,O001121,P0063,4,119.97,0.15,407.9
2583,O001121,P0055,1,745.34,0.0,745.34
2584,O001121,P0032,2,117.06,0.0,234.12
2585,O001122,P0008,2,2497.57,0.0,4995.14
2586,O001122,P0005,1,406.01,0.05,385.71
2587,O001123,P0005,3,372.29,0.0,1116.87
2588,O001123,P0039,1,742.2,0.0,742.2
2589,O001123,P0084,3,518.11,0.0,1554.33
2590,O001123,P0067,3,246.41,0.0,739.23
2591,O001124,P0039,3,759.06,0.0,2277.18
2592,O001125,P0002,1,4235.86,0.0,4235.86
2593,O001126,P0030,1,2305.37,0.0,2305.37
2594,O001126,P0022,2,3409.4,0.0,6818.8
2595,O001127,P0071,3,57.41,0.0,172.23
2596,O001127,P0052,2,65.36,0.15,111.11
2597,O001128,P0015,1,1375.02,0.1,1237.52
2598,O001128,P0021,1,2548.05,0.0,2548.05
2599,O001128,P0054,5,65.62,0.0,328.1
2600,O001129,P0054,3,60.72,0.0,182.16
2601,O001129,P0071,1,52.91,0.0,52.91
2602,O001130,P0020,2,2488.49,0.0,4976.98
2603,O001130,P0003,2,4562.83,0.05,8669.38
2604,O001130,P0012,5,126.85,0.15,539.11
2605,O001131,P0028,2,2649.59,0.15,4504.3
2606,O001131,P0074,2,77.64,0.0,155.28
2607,O001132,P0039,3,658.74,0.1,1778.6
2608,O001132,P0054,4,57.04,0.0,228.16
2609,O001132,P0045,1,955.97,0.0,955.97
2610,O001132,P0050,3,303.17,0.15,773.08
2611,O001133,P0034,3,303.71,0.0,911.13
2612,O001133,P0077,2,310.46,0.05,589.87
2613,O001134,P0020,1,2315.97,0.0,2315.97
2614,O001134,P0067,2,250.17,0.0,500.34
2615,O001134,P0077,2,296.12,0.05,562.63
2616,O001134,P0063,5,109.5,0.0,547.5
2617,O001135,P0041,3,449.02,0.0,1347.06
2618,O001135,P0018,1,3491.46,0.0,3491.46
2619,O001135,P0039,1,729.55,0.0,729.55
2620,O001136,P0087,1,192.03,0.0,192.03
2621,O001136,P0039,3,712.8,0.0,2138.4
2622,O001136,P0016,2,3558.75,0.15,6049.88
2623,O001137,P0040,3,420.7,0.0,1262.1
2624,O001137,P0030,1,2525.78,0.1,2273.2
2625,O001137,P0012,1,128.0,0.1,115.2
2626,O001137,P0055,3,743.26,0.0,2229.78
2627,O001138,P0005,2,418.47,0.0,836.94
2628,O001138,P0054,1,64.57,0.05,61.34
2629,O001138,P0012,1,128.53,0.0,128.53
2630,O001138,P0050,3,285.46,0.0,856.38
2631,O001139,P0005,1,372.07,0.1,334.86
2632,O001139,P0029,2,2278.89,0.0,4557.78
2633,O001139,P0087,5,191.0,0.0,955.0
2634,O001140,P0084,1,522.41,0.0,522.41
2635,O001141,P0005,1,371.93,0.05,353.33
2636,O001141,P0054,3,64.16,0.05,182.86
2637,O001141,P0067,3,246.3,0.0,738.9
2638,O001142,P0084,3,465.29,0.0,1395.87
2639,O001142,P0071,1,56.13,0.0,56.13
2640,O001142,P0045,1,998.37,0.0,998.37
2641,O001142,P0012,2,123.49,0.0,246.98
2642,O001143,P0016,2,3279.32,0.2,5246.91
2643,O001143,P0080,2,131.02,0.15,222.73
2644,O001144,P0043,2,959.01,0.0,1918.02
2645,O001144,P0039,2,671.43,0.0,1342.86
2646,O001144,P0016,2,3543.04,0.1,6377.47
2647,O001146,P0016,2,3256.92,0.2,5211.07
2648,O001146,P0084,1,507.15,0.0,507.15
2649,O001146,P0020,1,2466.73,0.0,2466.73
2650,O001146,P0012,2,130.74,0.0,261.48
2651,O001147,P0020,1,2452.63,0.05,2330.0
2652,O001147,P0067,3,244.82,0.0,734.46
2653,O001148,P0077,3,284.08,0.0,852.24
2654,O001148,P0032,1,120.61,0.0,120.61
2655,O001149,P0020,1,2281.46,0.0,2281.46
2656,O001149,P0009,1,1926.91,0.0,1926.91
2657,O001150,P0012,2,119.03,0.05,226.16
2658,O001150,P0045,2,993.0,0.0,1986.0
2659,O001150,P0030,2,2527.01,0.0,5054.02
2660,O001151,P0005,1,402.29,0.0,402.29
2661,O001151,P0077,2,279.76,0.0,559.52
2662,O001151,P0039,2,728.16,0.0,1456.32
2663,O001151,P0058,1,112.23,0.1,101.01
2664,O001152,P0077,2,292.27,0.0,584.54
2665,O001152,P0032,4,110.32,0.0,441.28
2666,O001152,P0044,2,919.75,0.0,1839.5
2667,O001152,P0054,5,61.01,0.0,305.05
2668,O001153,P0074,1,78.05,0.0,78.05
2669,O001153,P0084,1,462.97,0.05,439.82
2670,O001154,P0025,2,310.77,0.0,621.54
2671,O001154,P0054,2,63.74,0.05,121.11
2672,O001155,P0054,1,56.43,0.0,56.43
2673,O001155,P0084,3,514.31,0.0,1542.93
2674,O001156,P0029,1,2287.04,0.0,2287.04
2675,O001156,P0073,4,71.54,0.0,286.16
2676,O001157,P0054,3,56.01,0.0,168.03
2677,O001158,P0048,5,94.96,0.1,427.32
2678,O001158,P0056,1,893.76,0.0,893.76
2679,O001158,P0022,2,3465.54,0.0,6931.08
2680,O001158,P0040,2,417.66,0.0,835.32
2681,O001159,P0084,3,492.19,0.0,1476.57
2682,O001159,P0015,2,1480.86,0.0,2961.72
2683,O001159,P0054,5,56.02,0.0,280.1
2684,O001160,P0084,3,503.98,0.0,1511.94
2685,O001161,P0039,2,740.71,0.1,1333.28
2686,O001162,P0025,1,280.78,0.0,280.78
2687,O001162,P0020,2,2454.98,0.1,4418.96
2688,O001162,P0045,2,1023.62,0.1,1842.52
2689,O001163,P0008,2,2423.63,0.05,4604.9
2690,O001163,P0016,2,3359.0,0.0,6718.0
2691,O001163,P0067,4,235.9,0.15,802.06
2692,O001164,P0031,2,128.06,0.0,256.12
2693,O001164,P0061,4,129.67,0.15,440.88
2694,O001164,P0071,5,57.56,0.0,287.8
2695,O001165,P0086,4,196.34,0.1,706.82
2696,O001165,P0039,1,701.42,0.0,701.42
2697,O001165,P0034,3,310.36,0.0,931.08
2698,O001166,P0002,1,4233.69,0.15,3598.64
2699,O001166,P0039,1,690.71,0.0,690.71
2700,O001167,P0039,2,682.69,0.0,1365.38
2701,O001167,P0020,1,2252.53,0.0,2252.53
2702,O001167,P0080,2,119.95,0.0,239.9
2703,O001167,P0009,2,2247.11,0.05,4269.51
2704,O001168,P0087,4,178.9,0.0,715.6
2705,O001168,P0008,2,2299.4,0.0,4598.8
2706,O001168,P0084,3,451.46,0.0,1354.38
2707,O001168,P0013,1,1470.67,0.0,1470.67
2708,O001169,P0020,2,2584.65,0.05,4910.84
2709,O001169,P0084,2,481.36,0.05,914.58
2710,O001169,P0005,1,381.84,0.0,381.84
2711,O001169,P0033,4,110.3,0.1,397.08
2712,O001170,P0084,3,478.16,0.0,1434.48
2713,O001170,P0053,3,68.77,0.1,185.68
2714,O001171,P0008,2,2204.27,0.15,3747.26
2715,O001171,P0045,2,1058.37,0.15,1799.23
2716,O001171,P0077,2,281.0,0.0,562.0
2717,O001171,P0025,1,281.32,0.05,267.25
2718,O001172,P0015,1,1418.31,0.1,1276.48
2719,O001172,P0031,4,129.16,0.0,516.64
2720,O001172,P0084,3,457.7,0.1,1235.79
2721,O001172,P0054,1,57.56,0.15,48.93
2722,O001173,P0055,3,802.58,0.0,2407.74
2723,O001174,P0080,1,132.05,0.0,132.05
2724,O001174,P0044,2,920.26,0.15,1564.44
2725,O001174,P0047,3,89.53,0.0,268.59
2726,O001175,P0005,3,423.97,0.2,1017.53
2727,O001175,P0008,1,2221.63,0.05,2110.55
2728,O001176,P0025,3,299.57,0.0,898.71
2729,O001176,P0084,1,458.02,0.0,458.02
2730,O001177,P0020,1,2551.12,0.15,2168.45
2731,O001177,P0039,1,752.64,0.0,752.64
2732,O001177,P0045,1,1093.32,0.0,1093.32
2733,O001177,P0054,4,62.95,0.0,251.8
2734,O001178,P0020,2,2595.35,0.0,5190.7
2735,O001178,P0021,2,2663.72,0.0,5327.44
2736,O001179,P0058,3,115.75,0.0,347.25
2737,O001179,P0084,1,507.71,0.0,507.71
2738,O001179,P0020,2,2255.52,0.2,3608.83
2739,O001179,P0087,3,204.12,0.1,551.12
2740,O001180,P0061,5,127.29,0.15,540.98
2741,O001180,P0021,2,2628.11,0.05,4993.41
2742,O001180,P0089,3,664.32,0.0,1992.96
2743,O001181,P0087,1,202.61,0.05,192.48
2744,O001181,P0020,1,2402.7,0.1,2162.43
2745,O001181,P0080,3,120.32,0.1,324.86
2746,O001182,P0077,1,303.31,0.0,303.31
2747,O001182,P0071,3,53.09,0.0,159.27
2748,O001182,P0034,1,288.71,0.0,288.71
2749,O001183,P0065,4,106.9,0.0,427.6
2750,O001183,P0023,2,3213.34,0.05,6105.35
2751,O001184,P0034,1,317.25,0.0,317.25
2752,O001184,P0080,2,117.83,0.0,235.66
2753,O001184,P0067,5,228.99,0.0,1144.95
2754,O001185,P0058,2,111.16,0.2,177.86
2755,O001185,P0032,4,118.06,0.0,472.24
2756,O001186,P0056,3,930.51,0.05,2651.95
2757,O001186,P0045,2,990.09,0.1,1782.16
2758,O001187,P0050,3,313.15,0.15,798.53
2759,O001187,P0080,2,129.81,0.05,246.64
2760,O001187,P0013,1,1408.7,0.0,1408.7
2761,O001188,P0043,3,1061.9,0.0,3185.7
2762,O001188,P0084,2,454.07,0.05,862.73
2763,O001188,P0033,1,118.2,0.0,118.2
2764,O001189,P0045,2,1055.31,0.2,1688.5
2765,O001189,P0086,3,197.11,0.0,591.33
2766,O001190,P0054,4,63.53,0.0,254.12
2767,O001190,P0032,3,122.99,0.0,368.97
2768,O001190,P0064,1,94.45,0.0,94.45
2769,O001191,P0008,1,2484.8,0.0,2484.8
2770,O001191,P0055,2,789.89,0.0,1579.78
2771,O001191,P0084,3,481.66,0.0,1444.98
2772,O001192,P0084,1,487.95,0.05,463.55
2773,O001192,P0020,2,2326.31,0.0,4652.62
2774,O001192,P0058,4,110.87,0.0,443.48
2775,O001192,P0029,2,2367.82,0.05,4498.86
2776,O001194,P0020,1,2249.46,0.0,2249.46
2777,O001194,P0043,3,919.96,0.0,2759.88
2778,O001194,P0050,2,300.8,0.2,481.28
2779,O001194,P0032,5,124.4,0.15,528.7
2780,O001195,P0080,5,129.44,0.0,647.2
2781,O001195,P0029,2,2476.45,0.05,4705.25
2782,O001195,P0077,1,302.58,0.15,257.19
2783,O001195,P0030,2,2451.31,0.0,4902.62
2784,O001196,P0016,2,3523.83,0.0,7047.66
2785,O001196,P0061,4,126.6,0.0,506.4
2786,O001196,P0044,2,989.43,0.0,1978.86
2787,O001196,P0045,3,1031.02,0.1,2783.75
2788,O001197,P0087,3,196.51,0.0,589.53
2789,O001198,P0039,1,717.84,0.0,717.84
2790,O001198,P0030,2,2539.9,0.0,5079.8
2791,O001199,P0080,5,120.16,0.05,570.76
2792,O001199,P0077,1,288.25,0.0,288.25
2793,O001200,P0045,2,997.88,0.0,1995.76
2794,O001202,P0086,3,211.29,0.0,633.87
2795,O001202,P0084,1,527.38,0.1,474.64
2796,O001203,P0020,2,2471.28,0.05,4695.43
2797,O001204,P0054,2,64.81,0.0,129.62
2798,O001204,P0084,1,493.75,0.0,493.75
2799,O001205,P0032,4,126.16,0.0,504.64
2800,O001205,P0012,4,114.5,0.0,458.0
2801,O001206,P0054,1,56.81,0.1,51.13
2802,O001207,P0008,1,2443.85,0.0,2443.85
2803,O001207,P0087,3,204.19,0.1,551.31
2804,O001207,P0032,1,110.08,0.05,104.58
2805,O001208,P0073,1,69.33,0.0,69.33
2806,O001208,P0077,2,302.91,0.05,575.53
2807,O001208,P0047,4,92.09,0.0,368.36
2808,O001209,P0045,1,1012.12,0.0,1012.12
2809,O001209,P0080,2,117.06,0.05,222.41
2810,O001209,P0044,1,964.68,0.05,916.45
2811,O001210,P0020,1,2481.45,0.05,2357.38
2812,O001211,P0045,1,1013.59,0.0,1013.59
2813,O001211,P0071,2,52.1,0.0,104.2
2814,O001211,P0058,3,106.18,0.0,318.54
2815,O001211,P0080,1,128.53,0.05,122.1
2816,O001212,P0065,2,95.7,0.0,191.4
2817,O001212,P0013,3,1515.52,0.0,4546.56
2818,O001213,P0022,2,3245.35,0.15,5517.09
2819,O001214,P0057,1,894.89,0.0,894.89
2820,O001214,P0084,3,488.28,0.0,1464.84
2821,O001214,P0061,3,124.75,0.0,374.25
2822,O001215,P0039,2,658.9,0.0,1317.8
2823,O001215,P0054,2,58.17,0.05,110.52
2824,O001216,P0053,2,67.83,0.0,135.66
2825,O001216,P0032,5,127.41,0.0,637.05
2826,O001216,P0052,4,56.22,0.0,224.88
2827,O001216,P0002,2,3823.65,0.05,7264.94
2828,O001217,P0055,1,734.51,0.0,734.51
2829,O001219,P0022,2,2980.62,0.0,5961.24
2830,O001219,P0039,3,759.99,0.2,1823.98
2831,O001219,P0020,1,2482.55,0.1,2234.3
2832,O001220,P0020,2,2586.31,0.15,4396.73
2833,O001220,P0049,3,299.81,0.05,854.46
2834,O001221,P0077,1,281.54,0.1,253.39
2835,O001221,P0071,1,49.42,0.0,49.42
2836,O001221,P0039,2,729.86,0.05,1386.73
2837,O001221,P0080,4,117.14,0.0,468.56
2838,O001222,P0087,3,183.07,0.0,549.21
2839,O001222,P0034,2,329.18,0.0,658.36
2840,O001223,P0084,3,522.05,0.05,1487.84
2841,O001223,P0077,1,307.66,0.2,246.13
2842,O001224,P0080,2,131.34,0.0,262.68
2843,O001224,P0045,2,1050.61,0.15,1786.04
2844,O001224,P0002,1,4019.53,0.15,3416.6
2845,O001224,P0087,1,193.36,0.05,183.69
2846,O001225,P0039,2,734.18,0.2,1174.69
2847,O001225,P0032,1,110.64,0.1,99.58
2848,O001225,P0086,5,187.06,0.15,795.0
2849,O001226,P0022,2,3083.33,0.05,5858.33
2850,O001226,P0055,3,720.47,0.0,2161.41
2851,O001226,P0084,1,510.92,0.0,510.92
2852,O001226,P0087,2,207.71,0.05,394.65
2853,O001228,P0020,2,2617.31,0.0,5234.62
2854,O001228,P0080,4,112.76,0.0,451.04
2855,O001228,P0074,3,69.26,0.0,207.78
2856,O001229,P0011,1,130.73,0.0,130.73
2857,O001229,P0054,1,57.56,0.2,46.05
2858,O001230,P0020,1,2448.86,0.0,2448.86
2859,O001230,P0034,3,322.96,0.0,968.88
2860,O001230,P0077,2,281.0,0.0,562.0
2861,O001231,P0020,2,2508.96,0.0,5017.92
2862,O001231,P0045,2,1107.07,0.1,1992.73
2863,O001232,P0084,3,467.75,0.0,1403.25
2864,O001233,P0071,1,50.96,0.0,50.96
2865,O001233,P0054,3,60.45,0.1,163.22
2866,O001233,P0040,1,430.94,0.2,344.75
2867,O001234,P0020,2,2310.22,0.0,4620.44
2868,O001234,P0077,2,293.34,0.0,586.68
2869,O001234,P0003,1,4408.91,0.0,4408.91
2870,O001235,P0039,1,674.13,0.05,640.42
2871,O001236,P0039,3,665.05,0.0,1995.15
2872,O001236,P0020,1,2250.86,0.0,2250.86
2873,O001237,P0045,2,1021.08,0.15,1735.84
2874,O001238,P0016,2,3541.46,0.0,7082.92
2875,O001238,P0080,5,127.6,0.1,574.2
2876,O001238,P0050,2,300.3,0.0,600.6
2877,O001238,P0065,3,103.41,0.1,279.21
2878,O001240,P0034,3,296.31,0.05,844.48
2879,O001240,P0016,1,3284.89,0.1,2956.4
2880,O001240,P0044,1,941.99,0.0,941.99
2881,O001241,P0032,5,114.43,0.1,514.94
2882,O001241,P0025,1,314.13,0.0,314.13
2883,O001242,P0054,2,61.41,0.1,110.54
2884,O001242,P0055,2,797.33,0.0,1594.66
2885,O001243,P0025,1,300.76,0.0,300.76
2886,O001243,P0012,1,132.11,0.0,132.11
2887,O001244,P0084,1,503.0,0.05,477.85
2888,O001244,P0080,5,124.29,0.1,559.31
2889,O001244,P0020,1,2427.26,0.0,2427.26
2890,O001245,P0084,3,493.27,0.05,1405.82
2891,O001245,P0052,2,64.77,0.0,129.54
2892,O001247,P0008,1,2459.25,0.0,2459.25
2893,O001248,P0039,2,756.91,0.2,1211.06
2894,O001249,P0039,2,680.0,0.05,1292.0
2895,O001250,P0012,1,128.5,0.0,128.5
2896,O001250,P0080,4,124.57,0.05,473.37
2897,O001250,P0039,1,672.43,0.05,638.81
2898,O001250,P0063,1,109.44,0.05,103.97
2899,O001251,P0020,2,2440.98,0.0,4881.96
2900,O001251,P0080,1,130.99,0.05,124.44
2901,O001252,P0058,1,101.41,0.0,101.41
2902,O001252,P0080,1,130.12,0.15,110.6
2903,O001253,P0055,2,748.6,0.2,1197.76
2904,O001253,P0080,1,122.56,0.0,122.56
2905,O001253,P0032,1,117.07,0.0,117.07
2906,O001254,P0061,5,136.71,0.0,683.55
2907,O001255,P0020,1,2444.98,0.0,2444.98
2908,O001256,P0077,3,313.08,0.0,939.24
2909,O001256,P0087,4,179.06,0.2,572.99
2910,O001256,P0020,1,2526.41,0.2,2021.13
2911,O001256,P0054,2,63.6,0.0,127.2
2912,O001257,P0013,3,1343.18,0.05,3828.06
2913,O001258,P0039,1,691.35,0.15,587.65
2914,O001258,P0084,3,455.84,0.0,1367.52
2915,O001258,P0045,1,1014.87,0.0,1014.87
2916,O001258,P0054,4,63.44,0.1,228.38
2917,O001259,P0016,2,3477.54,0.1,6259.57
2918,O001259,P0077,2,311.89,0.1,561.4
2919,O001260,P0084,1,482.22,0.05,458.11
2920,O001260,P0054,2,59.28,0.0,118.56
2921,O001260,P0039,3,742.38,0.15,1893.07
2922,O001261,P0008,1,2381.49,0.1,2143.34
2923,O001262,P0058,4,107.04,0.15,363.94
