order_id,customer_id,order_time,order_status,payment_method,discount_amount,delivery_days
O001069,C00819,2024-08-25 16:54:38,已完成,支付宝,48.83,4
O001070,C01405,2024-01-28 18:41:58,已完成,支付宝,5.7,7
O001071,C00181,2025-06-24 04:14:29,已完成,微信支付,56.0,6
O001072,C00496,2025-04-27 23:07:10,已完成,支付宝,63.92,4
O001073,C00083,2024-06-17 18:56:58,已完成,支付宝,70.38,5
O001074,C00432,2024-08-22 04:46:08,已完成,未知,60.31,4
O001075,C01836,2025-11-30 14:50:33,已完成,微信支付,40.54,5
O001076,C00496,2025-05-06 10:25:45,已完成,微信支付,69.91,6
O001077,C00496,2025-04-13 09:09:47,已完成,微信支付,39.28,4
O001078,C01424,2025-05-12 20:35:42,已完成,支付宝,62.97,5
O001079,C01867,2025-11-28 06:38:25,已完成,支付宝,5.09,2
O001080,C01270,2024-09-12 20:12:11,已完成,微信支付,56.72,4
O001081,C00856,2024-07-28 15:28:02,已完成,支付宝,6.73,1
O001082,C01736,2024-10-15 19:25:18,已完成,微信支付,2.22,5
O001083,C00407,2025-08-06 17:15:58,已完成,银行卡,40.18,1
O001084,C00552,2024-04-24 14:49:41,已完成,微信支付,9.56,2
O001085,C00566,2024-06-13 04:29:24,已完成,支付宝,26.01,1
O001086,C01915,2024-06-21 23:55:29,已完成,微信支付,61.94,5
O001087,C00044,2025-05-10 15:00:20,已完成,银行卡,44.02,4
O001088,C01660,2025-05-14 08:56:53,已完成,支付宝,58.67,2
O001089,C00170,2024-10-10 06:39:27,已完成,货到付款,62.68,3
O001090,C01309,2024-07-24 02:42:50,已完成,支付宝,38.42,6
O001091,C01082,2025-07-06 07:17:03,已发货,银行卡,78.85,5
O001092,C01364,2024-02-05 03:04:29,已完成,支付宝,16.17,7
O001093,C00563,2025-06-26 21:13:36,已完成,微信支付,6.79,5
O001094,C01544,2024-06-14 10:26:40,已完成,支付宝,25.48,6
O001095,C00080,2025-10-26 15:20:01,已完成,微信支付,61.0,4
O001096,C01028,2024-11-09 19:11:38,已取消,银行卡,7.7,4
O001097,C01385,2025-05-14 23:00:50,已完成,微信支付,37.34,2
O001098,C00122,2024-04-24 10:41:05,已发货,支付宝,45.71,3
O001099,C00777,2024-07-09 01:40:19,已完成,支付宝,64.64,5
O001100,C00170,2025-06-11 14:09:25,已完成,未知,67.67,5
O001101,C01465,2025-03-10 22:46:15,已完成,支付宝,19.11,5
O001102,C01983,2025-07-17 08:58:26,已完成,支付宝,21.93,5
O001103,C01523,2025-03-21 02:59:53,已发货,支付宝,54.72,6
O001104,C01364,2025-03-25 17:11:53,已完成,支付宝,68.78,3
O001105,C00381,2025-09-17 14:25:36,已完成,支付宝,13.47,5
O001106,C01886,2024-11-16 03:03:53,已完成,银行卡,57.81,6
O001107,C00512,2025-10-18 00:00:48,已完成,微信支付,19.01,6
O001108,C01991,2024-10-11 12:50:03,已完成,微信支付,14.45,3
O001109,C00124,2024-09-02 03:58:23,已完成,支付宝,27.0,4
O001110,C01956,2025-07-22 04:12:50,已完成,支付宝,63.57,6
O001111,C01132,2024-01-14 07:27:26,已发货,银行卡,59.4,5
O001112,C01405,2024-05-31 11:01:36,已退款,货到付款,38.3,7
O001113,C01997,2024-03-15 19:48:24,已完成,银行卡,57.13,5
O001114,C01957,2025-02-05 10:32:00,已完成,支付宝,32.47,5
O001115,C01530,2025-05-05 20:17:33,已完成,支付宝,16.84,6
O001116,C01361,2024-01-13 14:58:22,已完成,微信支付,67.44,6
O001117,C00407,2024-05-24 09:08:46,已完成,微信支付,4.3,5
O001118,C01690,2024-08-13 12:16:53,待发货,银行卡,72.08,5
O001119,C01624,2024-08-07 03:44:06,已完成,银行卡,63.11,1
O001120,C00449,2024-04-06 23:24:21,已完成,微信支付,57.89,7
O001121,C00484,2024-06-01 07:42:23,已完成,银行卡,45.53,1
O001122,C01160,2025-09-08 21:14:40,已完成,银行卡,64.8,4
O001123,C01229,2025-06-11 15:39:23,已完成,微信支付,0.0,4
O001124,C01472,2024-08-08 07:33:33,已完成,微信支付,47.28,4
O001125,C01215,2024-07-15 11:02:54,已完成,银行卡,20.88,4
O001126,C00033,2024-03-23 02:19:35,已完成,微信支付,51.14,6
O001127,C00617,2024-09-19 14:17:05,待发货,微信支付,53.98,2
O001128,C01078,2024-11-02 01:35:28,已完成,支付宝,17.18,3
O001129,C01983,2025-10-27 15:26:53,已完成,银行卡,12.38,1
O001130,C00281,2025-06-29 04:28:28,已完成,银行卡,47.0,2
O001131,C00083,2025-01-03 03:10:58,已完成,支付宝,75.25,4
O001132,C00104,2024-05-05 05:55:54,已完成,银行卡,53.08,3
O001133,C00031,2025-05-23 02:44:15,已完成,支付宝,38.73,3
O001134,C00869,2025-11-11 21:40:24,已完成,支付宝,74.84,4
O001135,C00760,2024-03-21 22:16:11,已完成,微信支付,65.51,4
O001136,C01523,2025-09-10 22:40:11,已完成,支付宝,58.62,1
O001137,C01256,2024-06-03 17:14:22,已完成,支付宝,34.99,7
O001138,C01256,2025-06-11 05:29:25,已完成,微信支付,39.31,5
O001139,C01066,2024-06-04 18:16:21,已完成,支付宝,21.17,5
O001140,C01548,2025-04-16 18:18:43,已完成,微信支付,65.35,7
O001141,C01472,2024-06-27 05:38:09,已完成,微信支付,22.77,7
O001142,C00945,2025-03-03 20:18:28,已完成,支付宝,56.3,6
O001143,C01367,2025-04-16 23:43:53,已完成,微信支付,70.0,7
O001144,C01551,2025-04-29 09:30:43,待发货,微信支付,44.17,2
O001145,C01928,2025-06-05 14:58:12,已取消,银行卡,12.52,5
O001146,C01250,2024-03-13 20:11:14,已完成,银行卡,1.99,4
O001147,C01337,2025-06-12 06:56:55,已完成,支付宝,53.86,3
O001148,C00475,2024-05-19 23:07:34,已完成,微信支付,17.97,3
O001149,C01548,2025-06-03 07:32:52,已完成,支付宝,3.13,6
O001150,C01327,2024-04-27 23:22:51,已完成,支付宝,27.46,6
O001151,C01312,2025-01-04 05:45:26,已完成,微信支付,46.57,6
O001152,C00725,2024-10-25 17:07:31,已完成,微信支付,44.12,5
O001153,C01648,2025-12-10 12:15:22,已完成,支付宝,13.39,3
O001154,C00610,2025-05-07 08:13:38,已完成,支付宝,48.32,5
O001155,C01229,2024-03-30 10:55:38,已完成,微信支付,32.86,7
O001156,C00708,2025-06-11 05:32:40,已完成,微信支付,38.21,4
O001157,C00741,2024-06-08 16:09:51,已完成,支付宝,69.95,4
O001158,C00512,2024-08-01 23:47:44,已完成,支付宝,6.28,1
O001159,C00908,2024-10-17 14:17:06,已完成,支付宝,42.23,5
O001160,C00963,2025-07-20 06:13:21,已完成,货到付款,13.89,5
O001161,C00802,2025-11-17 16:29:34,已完成,微信支付,14.62,4
O001162,C00418,2025-11-07 10:47:37,已完成,银行卡,48.84,5
O001163,C01031,2024-05-30 22:50:51,已完成,微信支付,53.58,3
O001164,C01548,2024-03-05 06:00:24,已完成,支付宝,48.5,7
O001165,C00475,2025-08-25 12:53:49,已完成,支付宝,73.88,7
O001166,C01143,2024-08-02 11:59:23,已完成,支付宝,63.57,3
O001167,C01074,2025-04-04 21:19:08,已完成,支付宝,15.89,7
O001168,C01428,2025-12-18 02:31:28,已完成,支付宝,50.87,4
O001169,C00291,2024-06-05 14:22:08,已完成,支付宝,49.63,5
O001170,C01797,2024-10-13 19:28:24,已完成,微信支付,51.72,5
O001171,C01815,2025-09-25 08:39:14,已完成,微信支付,0.0,5
O001172,C00671,2025-05-19 12:39:01,已完成,银行卡,75.81,3
O001173,C00649,2025-11-12 07:28:39,已完成,支付宝,37.1,4
O001174,C00776,2025-05-07 10:28:44,已完成,微信支付,63.15,4
O001175,C01360,2024-08-14 22:29:07,已完成,货到付款,38.5,2
O001176,C01472,2025-08-09 08:24:35,已完成,货到付款,62.99,5
O001177,C00869,2025-07-09 04:07:30,已完成,支付宝,31.65,4
O001178,C00869,2025-11-10 13:22:08,已完成,支付宝,0.07,6
O001179,C01791,2024-12-31 11:42:36,已完成,微信支付,39.99,6
O001180,C00499,2025-01-27 18:58:15,已完成,支付宝,43.84,1
O001181,C01827,2024-08-29 00:48:49,已完成,货到付款,9.25,7
O001182,C01834,2024-07-19 21:51:36,已完成,微信支付,53.21,5
O001183,C01523,2025-12-29 16:46:06,已发货,未知,68.3,7
O001184,C00592,2025-12-17 20:30:31,已完成,银行卡,69.47,2
O001185,C00819,2025-02-21 09:40:07,已完成,微信支付,30.15,4
O001186,C01447,2025-11-29 10:50:43,已完成,未知,32.8,7
O001187,C01601,2024-09-25 08:13:17,已完成,微信支付,68.67,3
O001188,C00170,2025-09-11 20:08:29,已完成,微信支付,79.87,3
O001189,C00480,2025-05-10 01:15:41,已完成,货到付款,4.21,4
O001190,C00287,2025-06-16 12:31:50,已完成,微信支付,4.94,4
O001191,C00929,2025-06-17 06:47:30,已完成,支付宝,4.34,4
O001192,C00605,2025-05-10 15:27:04,已完成,微信支付,37.0,5
O001193,C00083,2025-09-13 23:58:15,已退款,支付宝,62.76,7
O001194,C01181,2024-10-30 16:19:36,已完成,微信支付,7.49,3
O001195,C01402,2025-09-10 01:27:02,已完成,银行卡,55.12,6
O001196,C00433,2024-06-04 09:55:22,已完成,货到付款,13.69,6
O001197,C00976,2024-06-10 00:10:19,已完成,微信支付,2.64,2
O001198,C01080,2025-06-16 11:49:18,已完成,微信支付,47.65,6
O001199,C00554,2025-07-04 04:09:57,已完成,支付宝,47.51,3
O001200,C01372,2025-10-25 16:54:56,已完成,货到付款,22.66,7
O001201,C01690,2024-07-23 12:19:53,已取消,微信支付,25.78,2
O001202,C01364,2024-03-01 07:38:51,已完成,货到付款,28.32,5
O001203,C01432,2025-02-01 20:42:53,已完成,银行卡,74.34,2
O001204,C01385,2025-10-01 17:22:11,已完成,支付宝,69.31,3
O001205,C01932,2025-12-13 15:33:23,已完成,微信支付,42.2,2
O001206,C01327,2025-09-17 08:45:03,已完成,支付宝,77.08,5
O001207,C00449,2025-01-14 06:52:47,已完成,支付宝,0.0,4
O001208,C01311,2025-09-21 14:06:52,已发货,支付宝,8.12,5
O001209,C00170,2024-06-15 18:29:01,已完成,微信支付,38.97,3
O001210,C00120,2025-11-05 20:51:10,已完成,支付宝,71.56,2
O001211,C00592,2025-03-23 18:33:10,已完成,银行卡,53.01,4
O001212,C01408,2024-10-27 00:01:55,已完成,支付宝,76.21,6
O001213,C01668,2025-04-03 23:07:47,已完成,支付宝,42.47,7
O001214,C00408,2025-07-26 05:49:16,已完成,微信支付,72.95,3
O001215,C00463,2024-06-29 00:25:02,已完成,微信支付,61.33,5
O001216,C00541,2024-04-09 13:42:24,已完成,微信支付,65.82,6
O001217,C00227,2025-06-23 10:53:35,已完成,支付宝,79.32,7
O001218,C00924,2025-11-26 02:05:02,已取消,支付宝,24.18,3
O001219,C00292,2025-05-11 05:27:28,已发货,支付宝,50.24,5
O001220,C00170,2024-05-10 04:08:32,已完成,微信支付,20.52,3
O001221,C00215,2025-05-15 10:50:58,已完成,微信支付,68.31,6
O001222,C01304,2024-04-21 17:27:11,已完成,银行卡,46.87,4
O001223,C00442,2024-08-14 16:52:11,待发货,微信支付,14.07,2
O001224,C01896,2024-02-05 00:17:25,已完成,货到付款,33.7,6
O001225,C00725,2025-01-12 04:08:19,已完成,未知,14.54,3
O001226,C00122,2024-08-27 14:52:55,已完成,货到付款,36.64,3
O001227,C01364,2024-04-06 19:36:47,已取消,支付宝,6.21,7
O001228,C01631,2024-08-18 00:11:15,已完成,货到付款,77.22,3
O001229,C01472,2025-05-18 08:41:20,已完成,支付宝,47.73,4
O001230,C00819,2024-08-03 02:25:38,已完成,微信支付,79.25,4
O001231,C01457,2024-05-11 11:02:52,已完成,银行卡,13.9,6
O001232,C00763,2025-03-06 09:15:12,已完成,微信支付,30.75,2
O001233,C01736,2025-07-06 04:45:17,已完成,支付宝,74.5,6
O001234,C00592,2025-08-27 23:07:36,已完成,微信支付,55.36,4
O001235,C01364,2024-12-28 18:20:51,已完成,银行卡,5.6,6
O001236,C01067,2025-06-14 13:15:17,已完成,支付宝,70.65,5
O001237,C01367,2025-08-29 18:43:28,已完成,银行卡,15.11,3
O001238,C00867,2025-06-02 07:51:40,已完成,微信支付,20.94,5
O001239,C01748,2025-02-19 22:47:25,已取消,货到付款,58.54,2
O001240,C01042,2024-03-04 09:42:46,已完成,银行卡,56.86,5
O001241,C01661,2024-08-04 09:05:30,待发货,未知,52.85,7
O001242,C00048,2024-08-26 13:54:52,已完成,微信支付,0.43,4
O001243,C01490,2024-11-01 13:09:36,已完成,微信支付,19.95,7
O001244,C01160,2025-11-24 14:24:55,已完成,微信支付,27.59,7
O001245,C00541,2024-06-14 19:49:51,已完成,支付宝,32.03,6
O001246,C00611,2025-03-03 06:14:14,已退款,微信支付,5.91,6
O001247,C01383,2025-12-26 16:13:53,已完成,支付宝,54.03,6
O001248,C01364,2025-04-29 04:01:07,已完成,支付宝,71.3,6
O001249,C00287,2024-06-14 05:21:16,已完成,支付宝,79.17,6
O001250,C00819,2025-12-04 11:29:02,已完成,银行卡,63.84,4
O001251,C00083,2024-09-09 12:28:06,已完成,微信支付,16.21,3
O001252,C00869,2024-02-22 15:02:43,已完成,支付宝,40.9,4
O001253,C00337,2024-11-23 03:12:06,已发货,银行卡,73.26,6
O001254,C00883,2024-06-29 19:00:11,已完成,微信支付,5.33,7
O001255,C01209,2025-08-18 13:13:24,已完成,支付宝,18.27,6
O001256,C00373,2024-06-18 14:36:48,已完成,货到付款,21.18,4
O001257,C01834,2025-08-19 17:00:48,已完成,支付宝,48.77,5
O001258,C00382,2024-02-10 16:09:57,已完成,银行卡,76.12,3
O001259,C01983,2025-11-09 10:32:03,已完成,货到付款,38.61,7
O001260,C01066,2024-02-16 11:33:08,已完成,微信支付,45.11,4
O001261,C01339,2025-11-12 05:53:23,已完成,银行卡,51.19,3
O001262,C01181,2024-03-17 13:34:16,已发货,支付宝,68.12,5
O001263,C00589,2025-09-29 04:55:05,已取消,货到付款,22.91,1
O001264,C01501,2025-08-27 15:43:31,已完成,支付宝,50.1,4
O001265,C00856,2025-04-12 10:33:28,已完成,银行卡,74.02,7
O001266,C00088,2024-02-10 05:22:25,已完成,微信支付,75.11,6
O001267,C01815,2025-05-01 11:06:01,已完成,支付宝,30.61,2
O001268,C01234,2025-04-28 22:42:25,已完成,支付宝,8.94,2
O001269,C00592,2025-03-16 13:56:27,已完成,货到付款,73.95,6
O001270,C01598,2025-05-07 08:21:13,已完成,微信支付,73.68,5
O001271,C00475,2025-12-11 10:21:47,已完成,微信支付,7.78,5
O001272,C01143,2025-12-28 14:05:53,已完成,货到付款,6.51,3
O001273,C00786,2025-02-13 03:35:55,已完成,支付宝,14.81,6
O001274,C00488,2024-04-01 13:18:40,已完成,微信支付,51.75,4
O001275,C00563,2024-05-04 00:00:40,已完成,支付宝,24.21,6
O001276,C00033,2025-06-17 20:00:09,已发货,货到付款,19.22,5
O001277,C01777,2025-12-20 14:20:23,已完成,货到付款,63.97,1
O001278,C01078,2024-11-29 02:27:00,已完成,微信支付,19.51,3
O001279,C00124,2024-04-06 11:27:33,已完成,银行卡,76.83,6
O001280,C01229,2024-09-23 21:44:45,已完成,支付宝,35.08,6
O001281,C01385,2024-10-23 23:31:40,已完成,微信支付,33.81,4
O001282,C00842,2025-12-29 03:47:00,已完成,支付宝,75.49,4
O001283,C00407,2025-06-06 06:17:33,待发货,微信支付,9.61,6
O001284,C01367,2024-04-22 03:13:52,已退款,支付宝,9.2,4
O001285,C00502,2024-09-09 08:32:06,已完成,微信支付,34.69,3
O001286,C00869,2024-02-23 20:06:31,已完成,微信支付,46.97,4
O001287,C00541,2025-05-21 16:45:15,已完成,微信支付,40.65,4
O001288,C01385,2025-06-01 06:11:55,已完成,货到付款,76.39,4
O001289,C00939,2024-03-02 07:54:33,已完成,支付宝,79.45,4
O001290,C00927,2024-09-08 14:59:46,已完成,支付宝,3.27,2
O001291,C00033,2025-10-26 14:32:31,待发货,微信支付,13.24,2
O001292,C01280,2025-08-24 11:18:53,已完成,银行卡,44.29,2
O001293,C00083,2025-03-29 10:20:17,已完成,支付宝,76.01,3
O001294,C00270,2025-01-09 22:25:44,已完成,货到付款,22.39,2
O001295,C00260,2025-12-27 12:28:25,已完成,微信支付,29.37,3
O001296,C00049,2025-06-18 18:04:34,已完成,支付宝,18.48,2
O001297,C01791,2025-11-26 23:11:41,已完成,微信支付,77.39,7
O001298,C01532,2024-03-15 08:47:10,已完成,微信支付,12.31,5
O001299,C00725,2024-06-15 18:03:52,已退款,支付宝,45.17,3
O001300,C00042,2024-02-05 19:26:43,已完成,银行卡,1.84,2
O001301,C00309,2025-09-25 05:52:24,已完成,微信支付,48.13,5
O001302,C01764,2025-06-09 05:05:35,已取消,支付宝,31.4,5
O001303,C01775,2024-06-02 03:55:39,已完成,支付宝,45.25,4
O001304,C01364,2025-12-15 14:28:27,已完成,支付宝,6.42,7
O001305,C00201,2025-11-29 18:25:38,待发货,支付宝,7.29,7
O001306,C01548,2024-06-19 18:42:33,已完成,支付宝,7.38,4
O001307,C01262,2025-05-17 09:46:46,已完成,货到付款,66.81,4
O001308,C00554,2025-05-31 16:28:13,已完成,支付宝,57.93,4
O001309,C00589,2024-01-05 00:04:00,已完成,银行卡,10.27,7
O001310,C00908,2025-06-07 15:58:24,已完成,微信支付,25.28,4
O001311,C00125,2024-06-18 11:00:49,已完成,银行卡,34.91,7
O001312,C01387,2025-10-24 19:52:07,已完成,货到付款,7.89,4
O001313,C00850,2025-09-02 23:26:51,已完成,微信支付,67.2,3
O001314,C01544,2025-10-28 13:30:24,已完成,支付宝,29.03,4
O001315,C00383,2025-07-08 14:45:12,已完成,银行卡,53.64,4
O001316,C01920,2024-05-26 22:56:28,已完成,微信支付,51.36,5
O001317,C00563,2024-09-29 08:09:48,已完成,支付宝,73.14,3
O001318,C00711,2025-06-14 03:48:51,已完成,支付宝,59.35,6
O001319,C01128,2024-08-29 12:39:36,已完成,银行卡,2.75,7
O001320,C00786,2025-06-14 08:22:31,已取消,微信支付,12.41,2
O001321,C00029,2024-09-08 15:25:48,已完成,微信支付,35.59,2
O001322,C00953,2024-06-02 18:46:54,已完成,微信支付,7.44,5
O001323,C01777,2025-02-10 12:08:47,已完成,微信支付,31.35,4
O001324,C00543,2025-06-06 07:30:58,已完成,微信支付,78.19,5
O001325,C00450,2025-02-10 13:43:49,已完成,支付宝,16.44,6
O001326,C01327,2025-05-14 10:32:02,已完成,银行卡,56.38,4
O001327,C00083,2024-12-01 04:26:01,已发货,货到付款,20.8,3
O001328,C01548,2025-07-22 18:31:35,已取消,货到付款,2.73,5
O001329,C00169,2025-05-19 07:30:57,已完成,货到付款,7.87,6
O001330,C01219,2025-03-29 12:48:17,已完成,微信支付,8.31,4
O001331,C00433,2024-11-28 21:49:57,已完成,微信支付,23.92,5
O001332,C00592,2025-02-26 04:55:51,已完成,微信支付,76.84,7
O001333,C00301,2024-02-25 10:04:08,已完成,支付宝,49.65,7
O001334,C01983,2025-05-30 04:19:29,已完成,货到付款,9.84,7
O001335,C01031,2024-06-12 10:52:13,已完成,微信支付,5.62,2
O001336,C01523,2025-09-19 07:38:04,已完成,支付宝,77.66,5
O001337,C01470,2025-08-14 21:22:41,已完成,支付宝,13.71,7
O001338,C01959,2025-02-20 07:37:12,已完成,微信支付,21.64,4
O001339,C00616,2025-09-08 14:27:33,已完成,银行卡,67.33,5
O001340,C00044,2025-06-01 03:53:40,已完成,微信支付,44.39,7
O001341,C01374,2024-05-09 10:33:25,已完成,支付宝,18.13,3
O001342,C01335,2025-06-28 20:26:04,已完成,货到付款,53.16,3
O001343,C01405,2025-12-29 16:37:04,已完成,微信支付,29.72,5
O001344,C01867,2024-02-15 06:11:22,已发货,微信支付,46.53,5
O001345,C00044,2024-07-02 23:46:02,已完成,支付宝,7.74,7
O001346,C00715,2025-04-14 19:12:52,已完成,支付宝,70.42,3
O001347,C00915,2024-11-10 09:01:09,已完成,支付宝,47.64,3
O001348,C00407,2025-05-11 23:03:01,已完成,支付宝,0.35,4
O001349,C01872,2025-04-06 04:03:08,已完成,微信支付,44.73,3
O001350,C00122,2025-07-28 07:06:41,已完成,微信支付,28.97,4
O001351,C01867,2024-03-14 22:03:35,已完成,银行卡,72.44,5
O001352,C00799,2024-12-03 23:18:40,已完成,微信支付,11.08,4
O001353,C00690,2025-09-19 19:57:20,已完成,货到付款,26.7,6
O001354,C00433,2024-10-02 04:06:19,已完成,微信支付,61.16,2
O001355,C01080,2025-01-28 05:40:40,已完成,银行卡,18.02,3
O001356,C01068,2024-01-26 15:52:06,已完成,货到付款,25.05,4
O001357,C00593,2024-06-19 01:48:23,已发货,微信支付,61.7,3
O001358,C00287,2024-12-22 23:21:06,已完成,支付宝,56.99,2
O001359,C01229,2024-11-03 22:03:25,已完成,银行卡,28.77,7
O001360,C01957,2025-06-15 19:22:58,待发货,支付宝,37.39,4
O001361,C01372,2025-04-25 23:36:51,已完成,银行卡,44.19,6
O001362,C00182,2025-10-05 05:45:40,已完成,未知,71.04,5
O001363,C01380,2025-09-14 21:08:39,已完成,货到付款,52.92,6
O001364,C00900,2024-06-30 06:18:22,已完成,支付宝,47.4,2
O001365,C00254,2024-01-21 02:36:42,已完成,微信支付,64.88,6
O001366,C00017,2025-09-14 06:42:50,已完成,支付宝,24.35,5
O001367,C00170,2024-09-03 18:18:33,已完成,微信支付,35.52,4
O001368,C01057,2024-09-18 22:49:06,已完成,支付宝,54.93,4
O001369,C01246,2024-05-21 14:48:41,已完成,微信支付,32.31,5
O001370,C01870,2025-06-08 05:21:07,已完成,银行卡,38.33,3
O001371,C00017,2024-07-27 14:32:19,已完成,微信支付,12.83,5
O001372,C00170,2024-06-02 12:28:11,已退款,支付宝,48.8,2
O001373,C01731,2025-01-28 12:40:03,已完成,银行卡,51.22,4
O001374,C00177,2025-07-04 08:19:45,已完成,银行卡,68.49,3
O001375,C00025,2024-07-20 03:19:38,已完成,银行卡,6.83,2
O001376,C01019,2025-06-18 08:25:24,已完成,微信支付,71.97,2
O001377,C00763,2024-12-21 21:12:22,已完成,银行卡,6.87,4
O001378,C01472,2024-11-05 09:34:38,待发货,未知,59.62,6
O001379,C00731,2024-09-29 00:57:31,已完成,支付宝,47.12,4
O001380,C01742,2024-05-12 08:20:13,已完成,银行卡,32.49,4
O001381,C01128,2024-09-06 11:51:28,已完成,微信支付,73.88,4
O001382,C00292,2025-10-05 14:27:46,已完成,微信支付,36.53,3
O001383,C01736,2024-04-10 15:09:33,已完成,支付宝,1.98,4
O001384,C01475,2025-12-01 10:29:48,已完成,支付宝,41.65,7
O001385,C00032,2024-04-14 03:29:30,已完成,微信支付,42.6,5
O001386,C00083,2024-10-01 10:01:24,已完成,银行卡,59.55,3
O001387,C00976,2025-04-20 00:28:44,已完成,银行卡,28.66,7
O001388,C01957,2025-09-01 12:09:12,已完成,货到付款,5.91,6
O001389,C01736,2024-05-11 10:47:37,已完成,微信支付,27.96,3
O001390,C01080,2024-05-09 08:32:37,已完成,支付宝,48.21,5
O001391,C00044,2025-05-05 15:18:16,已完成,银行卡,43.58,3
O001392,C01042,2024-08-06 18:00:15,已完成,微信支付,67.76,3
O001393,C00725,2025-05-16 06:34:05,已完成,支付宝,21.62,6
O001394,C00337,2025-08-20 12:42:08,已完成,微信支付,45.54,6
O001395,C01345,2024-03-19 12:25:05,已发货,微信支付,78.05,3
O001396,C01802,2025-09-07 12:54:36,已完成,微信支付,25.09,4
O001397,C00633,2024-02-11 09:11:07,已完成,支付宝,34.89,3
O001398,C00363,2025-10-22 05:45:30,已完成,支付宝,79.54,6
O001399,C01983,2025-12-16 04:29:06,待发货,微信支付,11.55,2
O001400,C01421,2025-05-31 00:18:47,已完成,支付宝,45.89,3
O001401,C00260,2025-12-21 01:17:40,已完成,微信支付,29.63,3
O001402,C00941,2025-08-21 19:26:17,已完成,微信支付,3.69,4
O001403,C00382,2024-02-18 01:04:44,已完成,银行卡,60.86,4
O001404,C00725,2024-01-05 20:39:13,已完成,支付宝,15.91,1
O001405,C00193,2024-01-25 21:24:38,已完成,银行卡,71.36,5
O001406,C00554,2024-12-14 05:40:38,已完成,微信支付,33.43,2
O001407,C01802,2025-05-02 10:30:26,已完成,微信支付,11.57,2
O001408,C00953,2025-01-05 08:58:42,已完成,银行卡,19.68,4
O001409,C01930,2025-06-03 09:04:56,已发货,微信支付,66.63,4
O001410,C01066,2024-12-12 08:29:24,已完成,微信支付,29.91,4
O001411,C01448,2024-02-17 08:32:17,已完成,支付宝,20.5,2
O001412,C01806,2024-06-20 16:14:26,已完成,支付宝,19.92,7
O001413,C00122,2025-12-27 09:40:34,已完成,银行卡,46.66,7
O001414,C01439,2024-09-17 04:21:07,已完成,货到付款,20.55,7
O001415,C01166,2024-08-30 09:45:57,已完成,微信支付,74.83,2
O001416,C00421,2024-05-18 23:55:28,已取消,微信支付,3.95,2
O001417,C00337,2025-12-23 23:51:57,已完成,支付宝,12.47,4
O001418,C01405,2024-06-22 01:37:57,已发货,微信支付,34.32,1
O001419,C00094,2025-05-17 13:43:03,已完成,支付宝,16.66,4
O001420,C01658,2024-02-16 23:51:06,已完成,微信支付,62.29,7
O001421,C01872,2024-03-10 04:58:10,已完成,银行卡,73.32,3
O001422,C01814,2025-06-16 01:43:34,已完成,银行卡,48.01,5
O001423,C01430,2025-05-10 05:54:21,已完成,微信支付,68.32,5
O001424,C01844,2025-06-04 07:57:01,已完成,微信支付,64.05,3
O001425,C01305,2024-06-23 22:10:33,已完成,货到付款,12.69,3
O001426,C01673,2025-12-22 06:30:19,已完成,微信支付,6.25,3
O001427,C00844,2025-03-16 07:21:50,已完成,微信支付,50.32,2
O001428,C00689,2025-12-12 06:56:45,已完成,微信支付,78.6,5
O001429,C01548,2024-05-26 09:44:50,已取消,微信支付,66.55,2
O001430,C01526,2024-11-05 23:53:34,已发货,未知,49.3,3
O001431,C01876,2024-09-08 02:20:41,已完成,微信支付,8.88,5
O001432,C00142,2025-07-07 11:50:04,已完成,微信支付,62.38,5
O001433,C01144,2025-07-02 14:04:45,已完成,银行卡,54.64,7
O001434,C00985,2025-01-11 02:56:27,已完成,微信支付,74.71,3
O001435,C00384,2024-01-19 01:13:00,已完成,银行卡,56.75,5
O001436,C01149,2024-06-01 23:31:04,已完成,支付宝,8.28,1
O001437,C00433,2024-02-24 06:42:18,已完成,支付宝,48.74,6
O001438,C01548,2025-09-08 05:44:22,待发货,货到付款,32.3,4
O001439,C01867,2024-08-03 08:12:12,已完成,微信支付,33.71,5
O001440,C01534,2024-04-22 01:33:46,已完成,微信支付,50.64,6
O001441,C00588,2024-09-24 03:31:26,待发货,支付宝,71.97,7
O001442,C01181,2024-03-20 00:46:15,已完成,微信支付,60.78,6
O001443,C00637,2025-12-18 12:19:40,已完成,微信支付,1.78,2
O001444,C00433,2024-08-22 11:45:27,已完成,银行卡,11.76,4
O001445,C01463,2025-11-10 06:36:46,已完成,银行卡,0.0,5
O001446,C01173,2025-06-05 22:45:30,已完成,支付宝,54.78,4
O001447,C00867,2025-03-23 07:52:44,已完成,支付宝,50.74,4
O001448,C01560,2024-12-31 00:25:51,已完成,支付宝,40.29,5
O001449,C01501,2025-06-07 02:25:04,已完成,微信支付,34.41,3
O001450,C01515,2025-06-06 17:47:07,已完成,微信支付,63.17,7
O001451,C00629,2024-01-13 12:46:43,已完成,支付宝,7.66,7
O001452,C00819,2025-10-31 06:52:33,已发货,微信支付,47.6,7
O001453,C01448,2024-10-06 05:33:14,已完成,微信支付,64.68,7
O001454,C00094,2024-09-23 05:38:01,已完成,未知,21.79,3
O001455,C00122,2024-11-06 10:03:57,已退款,支付宝,16.18,5
O001456,C01066,2025-06-06 16:27:05,已完成,微信支付,53.88,6
